id,order_id,product_id,quantity,unit_price,updated_at
687,227,A12,4,22.98,2025-04-22 21:08:36
688,227,D22,2,90.88,2025-04-22 21:08:36
689,227,E13,2,39.28,2025-04-22 21:08:36
686,227,G88,4,99.54,2025-04-22 21:08:36
687,227,A12,4,22.98,2025-04-22 21:08:36
688,227,D22,2,90.88,2025-04-22 21:08:36
689,227,E13,2,39.28,2025-04-22 21:08:36
690,228,B44,3,29.16,2025-06-16 16:33:13
691,228,F99,2,52.46,2025-06-16 16:33:13
692,228,C01,2,26.16,2025-06-16 16:33:13
693,228,E13,2,18.18,2025-06-16 16:33:13
694,228,A12,4,79.14,2025-06-16 16:33:13
690,228,B44,3,29.16,2025-06-16 16:33:13
691,228,F99,2,52.46,2025-06-16 16:33:13
692,228,C01,2,26.16,2025-06-16 16:33:13
693,228,E13,2,18.18,2025-06-16 16:33:13
694,228,A12,4,79.14,2025-06-16 16:33:13
695,229,C01,2,16.51,2025-07-04 16:28:18
696,229,B44,2,41.55,2025-07-04 16:28:18
697,229,H77,3,75.88,2025-07-04 16:28:18
695,229,C01,2,16.51,2025-07-04 16:28:18
696,229,B44,2,41.55,2025-07-04 16:28:18
697,229,H77,3,75.88,2025-07-04 16:28:18
698,230,A12,3,33.31,2025-06-01 17:13:09
699,230,D22,4,36.82,2025-06-01 17:13:09
698,230,A12,3,33.31,2025-06-01 17:13:09
699,230,D22,4,36.82,2025-06-01 17:13:09
700,231,B44,2,79.24,2025-05-30 15:36:06
701,231,B44,3,103.75,2025-05-30 15:36:06
702,231,C01,2,35.27,2025-05-30 15:36:06
703,231,B44,1,107.59,2025-05-30 15:36:06
704,231,A12,4,93.46,2025-05-30 15:36:06
700,231,B44,2,79.24,2025-05-30 15:36:06
701,231,B44,3,103.75,2025-05-30 15:36:06
702,231,C01,2,35.27,2025-05-30 15:36:06
703,231,B44,1,107.59,2025-05-30 15:36:06
704,231,A12,4,93.46,2025-05-30 15:36:06
705,232,G88,2,107.52,2025-07-02 04:09:49
706,232,E13,2,58.44,2025-07-02 04:09:49
707,232,B44,4,46.84,2025-07-02 04:09:49
705,232,G88,2,107.52,2025-07-02 04:09:49
706,232,E13,2,58.44,2025-07-02 04:09:49
707,232,B44,4,46.84,2025-07-02 04:09:49
708,233,C01,2,70.13,2025-07-10 04:03:02
709,233,C01,4,113.01,2025-07-10 04:03:02
710,233,A12,2,92.57,2025-07-10 04:03:02
711,233,D22,1,35.4,2025-07-10 04:03:02
708,233,C01,2,70.13,2025-07-10 04:03:02
709,233,C01,4,113.01,2025-07-10 04:03:02
710,233,A12,2,92.57,2025-07-10 04:03:02
711,233,D22,1,35.4,2025-07-10 04:03:02
712,234,A12,1,117.77,2025-06-15 16:38:41
713,234,F99,1,85.93,2025-06-15 16:38:41
714,234,E13,3,71.54,2025-06-15 16:38:41
715,234,C01,4,80.17,2025-06-15 16:38:41
712,234,A12,1,117.77,2025-06-15 16:38:41
713,234,F99,1,85.93,2025-06-15 16:38:41
714,234,E13,3,71.54,2025-06-15 16:38:41
715,234,C01,4,80.17,2025-06-15 16:38:41
716,235,F99,4,96.16,2025-07-10 08:28:00
717,235,A12,2,55.59,2025-07-10 08:28:00
718,235,D22,1,64.17,2025-07-10 08:28:00
716,235,F99,4,96.16,2025-07-10 08:28:00
717,235,A12,2,55.59,2025-07-10 08:28:00
718,235,D22,1,64.17,2025-07-10 08:28:00
719,236,B44,4,82.65,2025-05-15 19:29:30
720,236,H77,2,72.94,2025-05-15 19:29:30
721,236,G88,1,33.02,2025-05-15 19:29:30
719,236,B44,4,82.65,2025-05-15 19:29:30
720,236,H77,2,72.94,2025-05-15 19:29:30
721,236,G88,1,33.02,2025-05-15 19:29:30
722,237,A12,2,34.7,2025-04-09 01:38:33
723,237,C01,4,73.93,2025-04-09 01:38:33
722,237,A12,2,34.7,2025-04-09 01:38:33
723,237,C01,4,73.93,2025-04-09 01:38:33
724,238,H77,4,24.62,2025-04-17 21:37:01
725,238,G88,2,96.38,2025-04-17 21:37:01
726,238,C01,3,24.29,2025-04-17 21:37:01
727,238,F99,4,73.6,2025-04-17 21:37:01
724,238,H77,4,24.62,2025-04-17 21:37:01
725,238,G88,2,96.38,2025-04-17 21:37:01
726,238,C01,3,24.29,2025-04-17 21:37:01
727,238,F99,4,73.6,2025-04-17 21:37:01
728,239,G88,2,74.63,2025-05-10 13:00:45
729,239,C01,4,108.68,2025-05-10 13:00:45
730,239,A12,1,15.72,2025-05-10 13:00:45
731,239,C01,1,108.15,2025-05-10 13:00:45
732,239,G88,4,47.59,2025-05-10 13:00:45
728,239,G88,2,74.63,2025-05-10 13:00:45
729,239,C01,4,108.68,2025-05-10 13:00:45
730,239,A12,1,15.72,2025-05-10 13:00:45
731,239,C01,1,108.15,2025-05-10 13:00:45
732,239,G88,4,47.59,2025-05-10 13:00:45
733,240,B44,4,20.4,2025-06-14 11:41:27
734,240,H77,2,109.66,2025-06-14 11:41:27
735,240,B44,3,73.8,2025-06-14 11:41:27
736,240,G88,3,26.74,2025-06-14 11:41:27
737,240,A12,1,64.77,2025-06-14 11:41:27
733,240,B44,4,20.4,2025-06-14 11:41:27
734,240,H77,2,109.66,2025-06-14 11:41:27
735,240,B44,3,73.8,2025-06-14 11:41:27
736,240,G88,3,26.74,2025-06-14 11:41:27
737,240,A12,1,64.77,2025-06-14 11:41:27
738,241,G88,3,35.05,2025-06-15 20:17:58
739,241,G88,3,75.37,2025-06-15 20:17:58
738,241,G88,3,35.05,2025-06-15 20:17:58
739,241,G88,3,75.37,2025-06-15 20:17:58
738,241,G88,3,35.05,2025-06-15 20:17:58
739,241,G88,3,75.37,2025-06-15 20:17:58
740,242,H77,3,118.68,2025-06-11 23:19:02
741,242,F99,4,89.61,2025-06-11 23:19:02
742,242,B44,2,56.36,2025-06-11 23:19:02
743,242,C01,1,29.66,2025-06-11 23:19:02
744,242,G88,3,97.1,2025-06-11 23:19:02
740,242,H77,3,118.68,2025-06-11 23:19:02
741,242,F99,4,89.61,2025-06-11 23:19:02
742,242,B44,2,56.36,2025-06-11 23:19:02
743,242,C01,1,29.66,2025-06-11 23:19:02
744,242,G88,3,97.1,2025-06-11 23:19:02
745,243,G88,1,12.37,2025-04-19 02:30:12
746,243,D22,3,14.2,2025-04-19 02:30:12
747,243,A12,4,112.03,2025-04-19 02:30:12
748,243,G88,3,86.83,2025-04-19 02:30:12
745,243,G88,1,12.37,2025-04-19 02:30:12
746,243,D22,3,14.2,2025-04-19 02:30:12
747,243,A12,4,112.03,2025-04-19 02:30:12
748,243,G88,3,86.83,2025-04-19 02:30:12
749,244,D22,1,95.16,2025-05-13 14:01:25
750,244,D22,2,82.51,2025-05-13 14:01:25
751,244,F99,2,80.33,2025-05-13 14:01:25
749,244,D22,1,95.16,2025-05-13 14:01:25
750,244,D22,2,82.51,2025-05-13 14:01:25
751,244,F99,2,80.33,2025-05-13 14:01:25
749,244,D22,1,95.16,2025-05-13 14:01:25
750,244,D22,2,82.51,2025-05-13 14:01:25
751,244,F99,2,80.33,2025-05-13 14:01:25
752,245,B44,3,88.51,2025-07-10 17:51:21
752,245,B44,3,88.51,2025-07-10 17:51:21
753,246,H77,4,71.11,2025-05-15 06:36:48
754,246,E13,2,51.82,2025-05-15 06:36:48
753,246,H77,4,71.11,2025-05-15 06:36:48
754,246,E13,2,51.82,2025-05-15 06:36:48
755,247,E13,4,116.1,2025-07-13 00:05:21
756,247,H77,2,92.11,2025-07-13 00:05:21
757,247,H77,4,108.1,2025-07-13 00:05:21
758,247,A12,4,18.37,2025-07-13 00:05:21
759,247,B44,4,77.87,2025-07-13 00:05:21
755,247,E13,4,116.1,2025-07-13 00:05:21
756,247,H77,2,92.11,2025-07-13 00:05:21
757,247,H77,4,108.1,2025-07-13 00:05:21
758,247,A12,4,18.37,2025-07-13 00:05:21
759,247,B44,4,77.87,2025-07-13 00:05:21
755,247,E13,4,116.1,2025-07-13 00:05:21
756,247,H77,2,92.11,2025-07-13 00:05:21
757,247,H77,4,108.1,2025-07-13 00:05:21
758,247,A12,4,18.37,2025-07-13 00:05:21
759,247,B44,4,77.87,2025-07-13 00:05:21
760,248,G88,3,13.74,2025-05-24 08:57:51
760,248,G88,3,13.74,2025-05-24 08:57:51
760,248,G88,3,13.74,2025-05-24 08:57:51
761,249,D22,3,28.78,2025-07-06 22:30:19
762,249,D22,2,101.18,2025-07-06 22:30:19
761,249,D22,3,28.78,2025-07-06 22:30:19
762,249,D22,2,101.18,2025-07-06 22:30:19
763,250,H77,3,76.38,2025-04-02 10:52:06
763,250,H77,3,76.38,2025-04-02 10:52:06
764,251,C01,1,65.46,2025-05-25 16:08:13
765,251,G88,4,113.06,2025-05-25 16:08:13
764,251,C01,1,65.46,2025-05-25 16:08:13
765,251,G88,4,113.06,2025-05-25 16:08:13
766,252,H77,3,84.26,2025-06-28 20:41:16
767,252,A12,2,48.63,2025-06-28 20:41:16
768,252,B44,3,46.58,2025-06-28 20:41:16
769,252,E13,2,68.08,2025-06-28 20:41:16
770,252,D22,3,59.2,2025-06-28 20:41:16
766,252,H77,3,84.26,2025-06-28 20:41:16
767,252,A12,2,48.63,2025-06-28 20:41:16
768,252,B44,3,46.58,2025-06-28 20:41:16
769,252,E13,2,68.08,2025-06-28 20:41:16
770,252,D22,3,59.2,2025-06-28 20:41:16
771,253,G88,3,56.83,2025-06-23 16:06:52
772,253,C01,2,98.63,2025-06-23 16:06:52
773,253,E13,2,68.86,2025-06-23 16:06:52
771,253,G88,3,56.83,2025-06-23 16:06:52
772,253,C01,2,98.63,2025-06-23 16:06:52
773,253,E13,2,68.86,2025-06-23 16:06:52
771,253,G88,3,56.83,2025-06-23 16:06:52
772,253,C01,2,98.63,2025-06-23 16:06:52
773,253,E13,2,68.86,2025-06-23 16:06:52
774,254,F99,4,39.5,2025-06-22 00:25:43
775,254,A12,4,16.38,2025-06-22 00:25:43
774,254,F99,4,39.5,2025-06-22 00:25:43
775,254,A12,4,16.38,2025-06-22 00:25:43
776,255,F99,3,69.44,2025-07-02 10:28:31
777,255,E13,3,7.28,2025-07-02 10:28:31
778,255,B44,3,104.75,2025-07-02 10:28:31
776,255,F99,3,69.44,2025-07-02 10:28:31
777,255,E13,3,7.28,2025-07-02 10:28:31
778,255,B44,3,104.75,2025-07-02 10:28:31
776,255,F99,3,69.44,2025-07-02 10:28:31
777,255,E13,3,7.28,2025-07-02 10:28:31
778,255,B44,3,104.75,2025-07-02 10:28:31
779,256,H77,4,107.31,2025-06-09 03:55:41
780,256,G88,3,58.33,2025-06-09 03:55:41
781,256,C01,2,78.67,2025-06-09 03:55:41
782,256,F99,4,77.6,2025-06-09 03:55:41
783,256,G88,1,14.1,2025-06-09 03:55:41
779,256,H77,4,107.31,2025-06-09 03:55:41
780,256,G88,3,58.33,2025-06-09 03:55:41
781,256,C01,2,78.67,2025-06-09 03:55:41
782,256,F99,4,77.6,2025-06-09 03:55:41
783,256,G88,1,14.1,2025-06-09 03:55:41
784,257,F99,4,52.61,2025-06-17 01:57:19
785,257,C01,1,19.38,2025-06-17 01:57:19
786,257,D22,3,113.15,2025-06-17 01:57:19
787,257,B44,2,24.19,2025-06-17 01:57:19
784,257,F99,4,52.61,2025-06-17 01:57:19
785,257,C01,1,19.38,2025-06-17 01:57:19
786,257,D22,3,113.15,2025-06-17 01:57:19
787,257,B44,2,24.19,2025-06-17 01:57:19
788,258,B44,3,76.08,2025-06-17 06:12:44
788,258,B44,3,76.08,2025-06-17 06:12:44
789,259,C01,1,9.04,2025-06-26 05:16:38
790,259,F99,3,104.39,2025-06-26 05:16:38
789,259,C01,1,9.04,2025-06-26 05:16:38
790,259,F99,3,104.39,2025-06-26 05:16:38
791,260,H77,4,65.2,2025-07-19 17:15:44
792,260,E13,3,60.39,2025-07-19 17:15:44
793,260,D22,1,55.81,2025-07-19 17:15:44
794,260,F99,4,34.88,2025-07-19 17:15:44
795,260,E13,1,5.01,2025-07-19 17:15:44
791,260,H77,4,65.2,2025-07-19 17:15:44
792,260,E13,3,60.39,2025-07-19 17:15:44
793,260,D22,1,55.81,2025-07-19 17:15:44
794,260,F99,4,34.88,2025-07-19 17:15:44
795,260,E13,1,5.01,2025-07-19 17:15:44
791,260,H77,4,65.2,2025-07-19 17:15:44
792,260,E13,3,60.39,2025-07-19 17:15:44
793,260,D22,1,55.81,2025-07-19 17:15:44
794,260,F99,4,34.88,2025-07-19 17:15:44
795,260,E13,1,5.01,2025-07-19 17:15:44
796,261,G88,3,73.66,2025-07-07 21:17:37
796,261,G88,3,73.66,2025-07-07 21:17:37
796,261,G88,3,73.66,2025-07-07 21:17:37
797,262,E13,1,53.56,2025-06-16 18:14:31
798,262,D22,3,37.74,2025-06-16 18:14:31
797,262,E13,1,53.56,2025-06-16 18:14:31
798,262,D22,3,37.74,2025-06-16 18:14:31
797,262,E13,1,53.56,2025-06-16 18:14:31
798,262,D22,3,37.74,2025-06-16 18:14:31
799,263,E13,4,26.6,2025-06-28 13:03:08
800,263,A12,2,10.71,2025-06-28 13:03:08
801,263,A12,2,116.82,2025-06-28 13:03:08
802,263,E13,3,19.38,2025-06-28 13:03:08
799,263,E13,4,26.6,2025-06-28 13:03:08
800,263,A12,2,10.71,2025-06-28 13:03:08
801,263,A12,2,116.82,2025-06-28 13:03:08
802,263,E13,3,19.38,2025-06-28 13:03:08
803,264,G88,3,95.36,2025-07-09 21:14:50
804,264,H77,3,58.32,2025-07-09 21:14:50
805,264,A12,3,14.23,2025-07-09 21:14:50
803,264,G88,3,95.36,2025-07-09 21:14:50
804,264,H77,3,58.32,2025-07-09 21:14:50
805,264,A12,3,14.23,2025-07-09 21:14:50
803,264,G88,3,95.36,2025-07-09 21:14:50
804,264,H77,3,58.32,2025-07-09 21:14:50
805,264,A12,3,14.23,2025-07-09 21:14:50
806,265,A12,1,117.08,2025-05-12 13:40:51
807,265,D22,4,93.69,2025-05-12 13:40:51
808,265,H77,2,89.83,2025-05-12 13:40:51
809,265,A12,2,58.0,2025-05-12 13:40:51
806,265,A12,1,117.08,2025-05-12 13:40:51
807,265,D22,4,93.69,2025-05-12 13:40:51
808,265,H77,2,89.83,2025-05-12 13:40:51
809,265,A12,2,58.0,2025-05-12 13:40:51
806,265,A12,1,117.08,2025-05-12 13:40:51
807,265,D22,4,93.69,2025-05-12 13:40:51
808,265,H77,2,89.83,2025-05-12 13:40:51
809,265,A12,2,58.0,2025-05-12 13:40:51
810,266,B44,3,60.34,2025-06-02 17:35:00
810,266,B44,3,60.34,2025-06-02 17:35:00
811,267,F99,1,24.25,2025-04-23 05:17:05
812,267,E13,1,50.52,2025-04-23 05:17:05
813,267,D22,1,116.42,2025-04-23 05:17:05
814,267,H77,2,47.71,2025-04-23 05:17:05
811,267,F99,1,24.25,2025-04-23 05:17:05
812,267,E13,1,50.52,2025-04-23 05:17:05
813,267,D22,1,116.42,2025-04-23 05:17:05
814,267,H77,2,47.71,2025-04-23 05:17:05
815,268,C01,1,19.47,2025-04-12 20:51:51
816,268,D22,3,117.89,2025-04-12 20:51:51
817,268,F99,4,89.32,2025-04-12 20:51:51
815,268,C01,1,19.47,2025-04-12 20:51:51
816,268,D22,3,117.89,2025-04-12 20:51:51
817,268,F99,4,89.32,2025-04-12 20:51:51
818,269,E13,4,26.82,2025-04-09 00:01:47
819,269,C01,3,42.22,2025-04-09 00:01:47
820,269,H77,3,104.78,2025-04-09 00:01:47
821,269,C01,1,66.08,2025-04-09 00:01:47
818,269,E13,4,26.82,2025-04-09 00:01:47
819,269,C01,3,42.22,2025-04-09 00:01:47
820,269,H77,3,104.78,2025-04-09 00:01:47
821,269,C01,1,66.08,2025-04-09 00:01:47
822,270,A12,3,94.24,2025-07-08 11:56:02
823,270,D22,3,87.92,2025-07-08 11:56:02
822,270,A12,3,94.24,2025-07-08 11:56:02
823,270,D22,3,87.92,2025-07-08 11:56:02
824,271,F99,4,78.7,2025-05-01 01:18:17
825,271,B44,1,65.17,2025-05-01 01:18:17
826,271,B44,1,101.05,2025-05-01 01:18:17
824,271,F99,4,78.7,2025-05-01 01:18:17
825,271,B44,1,65.17,2025-05-01 01:18:17
826,271,B44,1,101.05,2025-05-01 01:18:17
827,272,G88,4,65.47,2025-04-20 15:13:30
828,272,E13,1,47.13,2025-04-20 15:13:30
829,272,B44,1,111.97,2025-04-20 15:13:30
830,272,D22,4,111.77,2025-04-20 15:13:30
831,272,B44,4,97.12,2025-04-20 15:13:30
827,272,G88,4,65.47,2025-04-20 15:13:30
828,272,E13,1,47.13,2025-04-20 15:13:30
829,272,B44,1,111.97,2025-04-20 15:13:30
830,272,D22,4,111.77,2025-04-20 15:13:30
831,272,B44,4,97.12,2025-04-20 15:13:30
832,273,E13,1,89.44,2025-06-12 03:59:04
833,273,E13,1,113.63,2025-06-12 03:59:04
834,273,B44,1,88.39,2025-06-12 03:59:04
835,273,G88,2,27.21,2025-06-12 03:59:04
836,273,D22,2,69.22,2025-06-12 03:59:04
832,273,E13,1,89.44,2025-06-12 03:59:04
833,273,E13,1,113.63,2025-06-12 03:59:04
834,273,B44,1,88.39,2025-06-12 03:59:04
835,273,G88,2,27.21,2025-06-12 03:59:04
836,273,D22,2,69.22,2025-06-12 03:59:04
837,274,C01,2,68.25,2025-06-29 09:47:34
837,274,C01,2,68.25,2025-06-29 09:47:34
838,275,F99,3,52.42,2025-06-08 18:56:57
839,275,G88,3,74.97,2025-06-08 18:56:57
840,275,D22,4,93.06,2025-06-08 18:56:57
841,275,E13,3,115.59,2025-06-08 18:56:57
842,275,H77,4,5.02,2025-06-08 18:56:57
838,275,F99,3,52.42,2025-06-08 18:56:57
839,275,G88,3,74.97,2025-06-08 18:56:57
840,275,D22,4,93.06,2025-06-08 18:56:57
841,275,E13,3,115.59,2025-06-08 18:56:57
842,275,H77,4,5.02,2025-06-08 18:56:57
843,276,D22,2,103.41,2025-05-29 18:41:02
844,276,A12,3,110.7,2025-05-29 18:41:02
845,276,C01,1,9.34,2025-05-29 18:41:02
843,276,D22,2,103.41,2025-05-29 18:41:02
844,276,A12,3,110.7,2025-05-29 18:41:02
845,276,C01,1,9.34,2025-05-29 18:41:02
846,277,E13,1,70.61,2025-05-22 12:25:03
847,277,D22,1,88.21,2025-05-22 12:25:03
848,277,H77,2,61.15,2025-05-22 12:25:03
846,277,E13,1,70.61,2025-05-22 12:25:03
847,277,D22,1,88.21,2025-05-22 12:25:03
848,277,H77,2,61.15,2025-05-22 12:25:03
846,277,E13,1,70.61,2025-05-22 12:25:03
847,277,D22,1,88.21,2025-05-22 12:25:03
848,277,H77,2,61.15,2025-05-22 12:25:03
849,278,F99,3,106.18,2025-06-14 14:08:01
849,278,F99,3,106.18,2025-06-14 14:08:01
850,279,A12,3,67.09,2025-06-19 14:31:06
851,279,C01,3,62.78,2025-06-19 14:31:06
852,279,D22,2,10.81,2025-06-19 14:31:06
850,279,A12,3,67.09,2025-06-19 14:31:06
851,279,C01,3,62.78,2025-06-19 14:31:06
852,279,D22,2,10.81,2025-06-19 14:31:06
850,279,A12,3,67.09,2025-06-19 14:31:06
851,279,C01,3,62.78,2025-06-19 14:31:06
852,279,D22,2,10.81,2025-06-19 14:31:06
853,280,C01,3,14.49,2025-05-27 18:29:12
854,280,A12,4,35.19,2025-05-27 18:29:12
853,280,C01,3,14.49,2025-05-27 18:29:12
854,280,A12,4,35.19,2025-05-27 18:29:12
855,281,H77,4,80.01,2025-07-03 14:15:40
856,281,D22,2,32.87,2025-07-03 14:15:40
855,281,H77,4,80.01,2025-07-03 14:15:40
856,281,D22,2,32.87,2025-07-03 14:15:40
857,282,G88,3,45.06,2025-04-18 12:32:28
858,282,F99,3,73.3,2025-04-18 12:32:28
859,282,A12,3,24.46,2025-04-18 12:32:28
860,282,F99,4,76.67,2025-04-18 12:32:28
857,282,G88,3,45.06,2025-04-18 12:32:28
858,282,F99,3,73.3,2025-04-18 12:32:28
859,282,A12,3,24.46,2025-04-18 12:32:28
860,282,F99,4,76.67,2025-04-18 12:32:28
861,283,D22,2,104.91,2025-04-18 19:55:27
861,283,D22,2,104.91,2025-04-18 19:55:27
861,283,D22,2,104.91,2025-04-18 19:55:27
862,284,D22,2,67.84,2025-06-04 17:39:27
863,284,E13,4,76.65,2025-06-04 17:39:27
864,284,C01,1,48.31,2025-06-04 17:39:27
865,284,A12,3,24.59,2025-06-04 17:39:27
866,284,E13,2,95.76,2025-06-04 17:39:27
862,284,D22,2,67.84,2025-06-04 17:39:27
863,284,E13,4,76.65,2025-06-04 17:39:27
864,284,C01,1,48.31,2025-06-04 17:39:27
865,284,A12,3,24.59,2025-06-04 17:39:27
866,284,E13,2,95.76,2025-06-04 17:39:27
867,285,F99,1,7.19,2025-04-14 00:22:05
868,285,G88,2,117.68,2025-04-14 00:22:05
869,285,B44,3,60.74,2025-04-14 00:22:05
867,285,F99,1,7.19,2025-04-14 00:22:05
868,285,G88,2,117.68,2025-04-14 00:22:05
869,285,B44,3,60.74,2025-04-14 00:22:05
870,286,E13,3,61.34,2025-04-05 07:08:36
871,286,C01,1,44.88,2025-04-05 07:08:36
870,286,E13,3,61.34,2025-04-05 07:08:36
871,286,C01,1,44.88,2025-04-05 07:08:36
872,287,G88,1,113.58,2025-05-24 23:41:09
873,287,E13,2,22.45,2025-05-24 23:41:09
874,287,G88,2,15.1,2025-05-24 23:41:09
872,287,G88,1,113.58,2025-05-24 23:41:09
873,287,E13,2,22.45,2025-05-24 23:41:09
874,287,G88,2,15.1,2025-05-24 23:41:09
875,288,G88,3,109.62,2025-05-18 01:09:45
876,288,F99,4,67.36,2025-05-18 01:09:45
875,288,G88,3,109.62,2025-05-18 01:09:45
876,288,F99,4,67.36,2025-05-18 01:09:45
877,289,C01,4,119.5,2025-04-28 21:38:15
878,289,C01,2,41.51,2025-04-28 21:38:15
879,289,B44,2,41.52,2025-04-28 21:38:15
880,289,C01,1,93.03,2025-04-28 21:38:15
881,289,G88,4,39.89,2025-04-28 21:38:15
877,289,C01,4,119.5,2025-04-28 21:38:15
878,289,C01,2,41.51,2025-04-28 21:38:15
879,289,B44,2,41.52,2025-04-28 21:38:15
880,289,C01,1,93.03,2025-04-28 21:38:15
881,289,G88,4,39.89,2025-04-28 21:38:15
877,289,C01,4,119.5,2025-04-28 21:38:15
878,289,C01,2,41.51,2025-04-28 21:38:15
879,289,B44,2,41.52,2025-04-28 21:38:15
880,289,C01,1,93.03,2025-04-28 21:38:15
881,289,G88,4,39.89,2025-04-28 21:38:15
882,290,D22,1,46.32,2025-05-15 22:07:29
883,290,H77,2,62.77,2025-05-15 22:07:29
882,290,D22,1,46.32,2025-05-15 22:07:29
883,290,H77,2,62.77,2025-05-15 22:07:29
884,291,D22,2,8.71,2025-07-02 12:17:12
885,291,A12,3,114.27,2025-07-02 12:17:12
884,291,D22,2,8.71,2025-07-02 12:17:12
885,291,A12,3,114.27,2025-07-02 12:17:12
886,292,F99,4,107.07,2025-06-29 18:13:02
887,292,G88,4,94.26,2025-06-29 18:13:02
888,292,G88,3,50.33,2025-06-29 18:13:02
889,292,A12,1,56.94,2025-06-29 18:13:02
886,292,F99,4,107.07,2025-06-29 18:13:02
887,292,G88,4,94.26,2025-06-29 18:13:02
888,292,G88,3,50.33,2025-06-29 18:13:02
889,292,A12,1,56.94,2025-06-29 18:13:02
886,292,F99,4,107.07,2025-06-29 18:13:02
887,292,G88,4,94.26,2025-06-29 18:13:02
888,292,G88,3,50.33,2025-06-29 18:13:02
889,292,A12,1,56.94,2025-06-29 18:13:02
890,293,E13,4,50.77,2025-07-10 05:19:28
891,293,E13,3,58.05,2025-07-10 05:19:28
890,293,E13,4,50.77,2025-07-10 05:19:28
891,293,E13,3,58.05,2025-07-10 05:19:28
892,294,B44,2,94.55,2025-07-03 07:26:04
892,294,B44,2,94.55,2025-07-03 07:26:04
892,294,B44,2,94.55,2025-07-03 07:26:04
893,295,E13,3,84.55,2025-05-11 06:04:16
893,295,E13,3,84.55,2025-05-11 06:04:16
893,295,E13,3,84.55,2025-05-11 06:04:16
894,296,C01,4,68.29,2025-04-17 17:33:26
895,296,A12,2,109.91,2025-04-17 17:33:26
896,296,C01,2,104.91,2025-04-17 17:33:26
897,296,C01,1,53.25,2025-04-17 17:33:26
894,296,C01,4,68.29,2025-04-17 17:33:26
895,296,A12,2,109.91,2025-04-17 17:33:26
896,296,C01,2,104.91,2025-04-17 17:33:26
897,296,C01,1,53.25,2025-04-17 17:33:26
898,297,E13,1,57.74,2025-04-30 16:09:55
898,297,E13,1,57.74,2025-04-30 16:09:55
898,297,E13,1,57.74,2025-04-30 16:09:55
899,298,B44,1,33.14,2025-06-28 06:34:28
900,298,E13,2,10.63,2025-06-28 06:34:28
901,298,C01,1,80.13,2025-06-28 06:34:28
902,298,A12,2,103.19,2025-06-28 06:34:28
899,298,B44,1,33.14,2025-06-28 06:34:28
900,298,E13,2,10.63,2025-06-28 06:34:28
901,298,C01,1,80.13,2025-06-28 06:34:28
902,298,A12,2,103.19,2025-06-28 06:34:28
903,299,C01,2,82.29,2025-04-11 00:30:09
904,299,C01,4,91.17,2025-04-11 00:30:09
905,299,F99,1,15.71,2025-04-11 00:30:09
906,299,E13,3,47.39,2025-04-11 00:30:09
903,299,C01,2,82.29,2025-04-11 00:30:09
904,299,C01,4,91.17,2025-04-11 00:30:09
905,299,F99,1,15.71,2025-04-11 00:30:09
906,299,E13,3,47.39,2025-04-11 00:30:09
907,300,C01,1,84.88,2025-04-13 20:34:35
908,300,E13,3,65.61,2025-04-13 20:34:35
909,300,D22,2,75.39,2025-04-13 20:34:35
910,300,B44,1,60.62,2025-04-13 20:34:35
907,300,C01,1,84.88,2025-04-13 20:34:35
908,300,E13,3,65.61,2025-04-13 20:34:35
909,300,D22,2,75.39,2025-04-13 20:34:35
910,300,B44,1,60.62,2025-04-13 20:34:35
911,301,F99,2,75.64,2025-05-21 16:06:12
912,301,H77,4,61.64,2025-05-21 16:06:12
913,301,C01,2,86.49,2025-05-21 16:06:12
914,301,D22,1,18.59,2025-05-21 16:06:12
915,301,H77,1,89.81,2025-05-21 16:06:12
911,301,F99,2,75.64,2025-05-21 16:06:12
912,301,H77,4,61.64,2025-05-21 16:06:12
913,301,C01,2,86.49,2025-05-21 16:06:12
914,301,D22,1,18.59,2025-05-21 16:06:12
915,301,H77,1,89.81,2025-05-21 16:06:12
916,302,A12,2,84.35,2025-06-08 09:29:14
917,302,E13,1,40.39,2025-06-08 09:29:14
916,302,A12,2,84.35,2025-06-08 09:29:14
917,302,E13,1,40.39,2025-06-08 09:29:14
918,303,A12,2,27.31,2025-06-06 14:51:37
919,303,F99,4,110.36,2025-06-06 14:51:37
920,303,A12,2,60.37,2025-06-06 14:51:37
921,303,H77,3,58.18,2025-06-06 14:51:37
922,303,G88,1,101.04,2025-06-06 14:51:37
918,303,A12,2,27.31,2025-06-06 14:51:37
919,303,F99,4,110.36,2025-06-06 14:51:37
920,303,A12,2,60.37,2025-06-06 14:51:37
921,303,H77,3,58.18,2025-06-06 14:51:37
922,303,G88,1,101.04,2025-06-06 14:51:37
923,304,C01,3,101.69,2025-06-04 19:55:26
923,304,C01,3,101.69,2025-06-04 19:55:26
924,305,B44,3,86.11,2025-06-16 03:30:37
925,305,F99,1,36.22,2025-06-16 03:30:37
926,305,B44,4,105.86,2025-06-16 03:30:37
927,305,F99,4,100.39,2025-06-16 03:30:37
928,305,E13,2,65.39,2025-06-16 03:30:37
924,305,B44,3,86.11,2025-06-16 03:30:37
925,305,F99,1,36.22,2025-06-16 03:30:37
926,305,B44,4,105.86,2025-06-16 03:30:37
927,305,F99,4,100.39,2025-06-16 03:30:37
928,305,E13,2,65.39,2025-06-16 03:30:37
929,306,A12,4,109.07,2025-04-19 00:33:59
